# a262b85f-d090-4bfc-aa27-752a7391c6dc,,,,,,,,,
# afd3be82cbbb3d33ea115b15c59834b0da2720a2,,,,,,,,,
# s, x, y, psi, kappa, vx, ax, steer_tire_deg, steer_wheel_deg, throttle_pct
435.927118,410.0537686,84.8640047,-0.1581011,0.0139463,28.3082211,1.1491142,1.2263737,4.6773893,100
437.9267837,410.3424509,86.8418816,-0.1325084,0.0117043,28.3892774,2.0735106,1.0292721,3.9256437,100
439.9264494,410.5852371,88.8304959,-0.1111389,0.0098128,28.5349562,2.833966,0.8629568,3.2913171,100
441.9261151,410.7875698,90.8181796,-0.0918483,0.0095136,28.7328679,2.8937839,0.8366508,3.1909862,100
443.9257807,410.9522916,92.8123899,-0.0730696,0.009241,28.93356,2.9439029,0.8126831,3.0995732,100
445.9254464,411.0800829,94.8092091,-0.0548297,0.0090049,29.1363096,2.9796916,0.7919222,3.0203913,100
447.9251121,411.1720038,96.8078734,-0.037219,0.0086133,29.3400974,3.0435097,0.7574875,2.8890572,100
449.9247778,411.22945,98.8077146,-0.0203526,0.0081924,29.5467988,3.0299852,0.7204725,2.747882,100
451.9244434,411.2541292,100.8058952,-0.0045303,0.0076444,29.7511551,3.0165209,0.6722832,2.564088,100
453.9241091,411.2478702,102.8070325,0.0108743,0.0078394,29.9532185,3.0031163,0.6894326,2.6294959,100
455.9237748,411.2103098,104.8052559,0.026768,0.0079681,30.1530389,2.9897714,0.7007491,2.6726571,100
457.9234405,411.1409857,106.8033315,0.0425443,0.0078154,30.3506646,2.9764857,0.6873253,2.6214587,100
