x,y,curvature,heading,velocity
0.21319269693106513,-16.67856938465997,0.015410020674844212,1.528626248861084,35.68073565745466
0.24477887082131033,-15.92999480707073,0.014872126865178921,1.5425709585995855,36.320210787012925
0.26590373096705555,-15.181758332553725,0.01415401355890488,1.5551866561920196,37.230113196101044
0.2775796938201758,-14.43382361913375,0.013255188208841978,1.566463579996572,38.47159310561261
0.280819175832546,-13.68615432483563,0.012174006934026873,1.5763948195721114,40.0
0.27663459345604124,-12.93871410768416,0.010910059738898187,1.5849757257444386,40.0
0.26603836314254004,-12.191466625704168,0.009463372803267433,1.5922033795543278,40.0
0.2500429013439156,-11.444375536920447,0.007834121990693419,1.5980761267842507,40.0
0.22966062451204294,-10.697404499357818,0.006042573635543972,1.6025931824337118,40.0
0.2059039490988006,-9.950517171041085,0.004207455340962671,1.6057543077701917,40.0
0.1797852915560636,-9.20367720999506,0.0023937226042266614,1.607559561361857,40.0
0.15231706833570513,-8.456848274244555,0.0005799441877373957,1.608009124716013,40.0
0.12451169588960376,-7.709994021814376,-0.0012334912068329804,1.6071032027080547,40.0
0.0973815906696327,-6.9630781107293425,-0.0030462739455374655,1.6048419987881741,40.0
0.07193916912767051,-6.216064199014255,-0.004843350827977439,1.6012257648942774,40.0
0.04919684771558863,-5.468915944693927,-0.006728445084489202,1.596254925974813,40.0
0.030167042885267392,-4.7215970057931695,-0.008840896675404497,1.5899302789318208,40.0
0.015862171088580013,-3.974071040336791,-0.01145222537754759,1.5822532655281696,40.0
0.007294648777401491,-3.226301706349603,-0.014918911109945608,1.573226318263114,36.26322158097556
0.005476892403608602,-2.4782526618564154,-0.019624039525581345,1.5628532773078687,31.6187161251807
0.01142131841907812,-1.7298875648820369,-0.02585051404544294,1.5501238221485854,27.549042547504374
0.02689772235801513,-0.9813474380564402,-0.03365762935922594,1.5297230568886797,24.14355890884761
0.057623420262643776,-0.23369774255378917,-0.042846423387534464,1.4998467685069636,21.398687972059278
0.11059768418820859,0.511695849332403,-0.053008015961651236,1.4604005156621527,19.238651622198123
0.19282046248423867,1.253467506932619,-0.0636216387247496,1.4113659056583885,17.56077436833569
0.31129170350025426,1.990251399577339,-0.07406645441879282,1.3532833899933037,16.275554439550078
0.4726252467556318,2.7202362600872814,-0.08356373685525423,1.2886425740457021,15.322794479910224
0.6808925477390826,3.4386777863958056,-0.09122295506845074,1.2178146528787623,14.66543849332923
0.9391368742191233,4.139645502192867,-0.096210328628596,1.1401643408805102,14.280269232989212
1.250398603308792,4.817205596348314,-0.09789996453578885,1.0552524565122179,14.156504007940235
1.6177181121211328,5.465424257732011,-0.09611545044492685,0.9656776638991269,14.287315642880692
2.042389625749176,6.079397375459695,-0.09140840762194687,0.8880985413786173,14.650554227306598
2.5149539129909115,6.660562117335511,-0.0850551687469059,0.8281346716259843,15.187860281224598
3.0218674560365244,7.2127662270563695,-0.07873183010001356,0.0,15.785980797047591
0.19712211547777692,-16.18049088320528,0.017614377985046344,1.5216520319680484,33.373635490696174
0.23396422702696285,-15.431422308379469,0.0169740144640105,1.537710209949132,33.997299799439844
0.25874291385732384,-14.68278067671388,0.016118826536500822,1.5521894687848854,34.88745742221966
0.272667304558734,-13.93451980904061,0.015048083561583011,1.5650749387812353,36.10725513258746
0.2769465277210603,-13.186593526191796,0.013759327325346364,1.5763562015437422,37.760272442464995
0.27278971193417334,-12.438955648999553,0.012251964511569005,1.58602634045307,40.0
0.2614059857879454,-11.691559998296006,0.010526048147963705,1.5940810860568815,40.0
0.244004477872247,-10.944360394913279,0.0085818405311617,1.6005180704002506,40.0
0.2217943167769505,-10.197310659683483,0.00644355968784758,1.6053361992832016,40.0
0.19598463109192465,-9.450364613438747,0.004260403587029794,1.6085351477101826,40.0
0.1677845494070418,-8.703476077011192,0.002095016787332705,1.610114981245169,40.0
0.13840320031217068,-7.95659887123294,-7.047885838177328e-05,1.6100759044091382,40.0
0.10904971239718542,-7.209686816936108,-0.0022354719959236523,1.6084181364235153,40.0
0.08093321425195477,-6.46269373495282,-0.004399378470252451,1.6051419142671635,40.0
0.055262834466349275,-5.715573446115196,-0.00655064857893857,1.6002476229250948,40.0
0.03324770163024304,-4.968279771255359,-0.008790806237195869,1.5937360526114912,40.0
0.016096944333504837,-4.22076653120543,-0.011274985660349086,1.5856087823967728,40.0
0.005019691166003426,-3.4729875467975297,-0.014296681657589549,1.5758686888091167,37.04389887423177
0.0012250707176129083,-2.724896638863777,-0.01824284058898993,1.564520576372312,32.79377156394482
0.005922211578202052,-1.9764476282363008,-0.023530455830496243,1.5515719244586432,28.875206794262127
0.020320242337644956,-1.2275943357472152,-0.030462145576020876,1.5359253136932716,25.3782767227118
0.04645083881157319,-0.47854801335536057,-0.03908444106588583,1.5118416299131836,22.404847537270623
0.09058253018656792,0.2691540865966597,-0.04914889032085628,1.4773534188913444,19.979666053140225
0.16034411580913854,1.0135489904593857,-0.06016797807424396,1.4323062166361067,18.057731192738334
0.26336502813358287,1.7526735264407425,-0.0715256654491383,1.3766459450184705,16.56210417843677
0.40727469961418983,2.484564522748662,-0.08248646784492968,1.311110086925915,15.422526156767777
0.599157010772414,3.206780205880225,-0.09212770306650948,1.23920403507314,14.59325000896392
0.8425878834262637,3.913801340892153,-0.09940199989022995,1.1615260932098455,14.04914050609336
1.139754899392229,4.5988907301506,-0.10336533530384792,1.0772899529506401,13.7771676069325
1.492842192401369,5.255308151085904,-0.10337853248353496,0.9859349028947846,13.776288199011237
1.90403389618473,5.876313381128385,-0.09938672105438572,0.890621974365939,14.050220349056927
2.3735395101394348,6.456702453198376,-0.09221823787291898,0.8115299401076403,14.58608490155044
2.8896647328685248,7.0005324968190275,-0.08353756033945126,0.7554117496468337,15.325194963917408
3.4362811146273886,7.515311882908218,-0.07540243875836358,0.0,16.130726414746896
0.17752239778968182,-15.663091518796017,0.019099139249288296,1.514777929074567,32.0502362225324
0.21933922512409154,-14.9173887027437,0.018443726623453963,1.532002671843405,32.61470015305978
0.248307222202639,-14.171043356233065,0.0175706278147009,1.5475965706541557,33.415156815166085
0.26563739126368446,-13.424179482047208,0.01648045046320901,1.5615583618389925,34.502597100636955
0.27254073454558636,-12.676921082969216,0.015174434466588022,1.5738898163131783,35.956626156605694
0.2702282542867138,-11.929392161782182,0.013649797598517048,1.5845946224368717,37.91145808479968
0.2599109527254235,-11.18171672126919,0.011896228647726643,1.5936774035987151,40.0
0.2427998321000775,-10.434018764213327,0.009895157305333552,1.6011428727316563,40.0
0.22010589464903774,-9.68642229339769,0.0076457213067231515,1.606995121998604,40.0
0.19304014261066804,-8.939051311605361,0.005289255080410945,1.6112370436523633,40.0
0.16281357822332865,-8.19202982161943,0.0028262259563393297,1.6138126806927409,40.0
0.13067873190611934,-7.445452761580071,0.00024542659298553115,1.614351934614466,40.0
0.09815587616235177,-6.699227682943677,-0.0024480927830819086,1.6127056849783628,40.0
0.06687150523535657,-5.953187794951578,-0.005234144277655618,1.6088721497422924,40.0
0.03845238096556436,-5.207166119559884,-0.008092577558295524,1.6028518980006425,40.0
0.014525265193404024,-4.4609956787247125,-0.01106913692855281,1.5946480317578289,40.0
-0.0032830802406902393,-3.7145094944021793,-0.014344264490012875,1.5842670409074648,36.982411066502834
-0.013345893496284233,-2.9675405885483954,-0.018250560456366364,1.5717199515352331,32.78683543528666
-0.014036412732950865,-2.219921983119474,-0.023247206946383745,1.5570237467737422,29.050577491412422
-0.0037278761102577107,-1.4714867000715333,-0.029838971408435427,1.540203026365521,25.641905787433984
0.019206478212231204,-0.7220677613606836,-0.03834456282591106,1.5199944080745098,22.619965761109473
0.057345048536491916,0.028017193155964848,-0.04864798093701966,1.4896271805293881,20.08226195750268
0.11818734366714523,0.7759444634410793,-0.06011725570243729,1.4466214446450192,18.06534733055937
0.21081886771710856,1.5180826862914476,-0.07169029753975577,1.3905654407479375,16.543076617886786
0.34432589498015886,2.2508001062916696,-0.08210387820715098,1.3211770169781496,15.458417087095214
0.527794699750066,2.9704649680263318,-0.09023946138513401,1.2404354878637174,14.745138220137909
0.7688761824817547,3.6734738173195973,-0.09542391132369431,1.1596298415807174,14.338991886280514
1.0666414735501988,4.356392367164438,-0.0975642415710303,1.082450724847353,14.180839426724157
