# 505354ca-1117-48f2-a79c-ec62487a6a90,,,,,,,,,
# afd3be82cbbb3d33ea115b15c59834b0da2720a2,,,,,,,,,
# s, x, y, psi, kappa, vx, ax, steer_tire_deg, steer_wheel_deg, throttle_pct
1318.9685,-225.4347734,-64.506233,1.4732345,-0.0210359,25.2440729,0.142387,-1.8494425,-7.0537737,100
1320.966937,-227.4158711,-64.2696771,1.430396,-0.0218236,25.2553424,-0.1326083,-1.9186503,-7.3177324,0
1322.965374,-229.3828335,-63.9476685,1.3865821,-0.0220523,25.244847,-0.2035677,-1.9387372,-7.3943437,0
1324.963811,-231.3406262,-63.5385517,1.343345,-0.0210616,25.228727,0.1431918,-1.851706,-7.0624066,100
1326.962248,-233.2761865,-63.048191,1.3021335,-0.0206492,25.2400671,0.2762774,-1.8154649,-6.9241833,100
1328.960685,-235.1903703,-62.4781882,1.2604977,-0.0210149,25.2619325,0.1384167,-1.8475964,-7.0467326,100
1330.959122,-237.0799888,-61.8280842,1.2183333,-0.0211683,25.27288,0.0793304,-1.8610776,-7.0981498,100
1332.957559,-238.9402412,-61.0987107,1.1758649,-0.0213666,25.2791523,0.0078037,-1.8785019,-7.1646064,100
1334.955996,-240.7677807,-60.2905251,1.1329007,-0.0216174,25.2797692,-0.0780531,-1.9005317,-7.2486281,0
1336.954434,-242.5586881,-59.404194,1.0894934,-0.0218276,25.2735981,-0.1457279,-1.9190005,-7.3190681,0
1338.952871,-244.3089821,-58.4408062,1.0457313,-0.0219653,25.2620725,-0.1851726,-1.9310988,-7.3652108,0
1340.951308,-246.0153311,-57.4015591,1.0017303,-0.0220885,25.2474196,-0.2175406,-1.9419158,-7.406467,0
1342.949745,-247.6748197,-56.2875675,0.9574222,-0.0222408,25.2301944,-0.258045,-1.9552969,-7.4575025,0
1344.948182,-249.2826238,-55.101359,0.9128551,-0.0223743,25.2097469,-0.2899284,-1.9670279,-7.5022443,0
1346.946619,-250.8358578,-53.8444431,0.8680196,-0.0224931,25.1867531,-0.3149906,-1.9774596,-7.5420311,0
1348.945056,-252.3314526,-52.518603,0.8229191,-0.022618,25.1617478,-0.3406647,-1.9884319,-7.5838793,0
1350.943493,-253.7654747,-51.1266486,0.7776065,-0.0227402,25.1346764,-0.363911,-1.999169,-7.6248308,0
1352.941931,-255.1347168,-49.6711061,0.732083,-0.0228212,25.1057255,-0.3718602,-2.0062782,-7.651945,0
1354.940368,-256.4363385,-48.154415,0.6863579,-0.0229047,25.0761076,-0.3801334,-2.0136159,-7.6799311,0
1356.938805,-257.6668237,-46.5801876,0.6405031,-0.0229962,25.0457946,-0.390505,-2.0216554,-7.7105936,0
1358.937242,-258.8241023,-44.9505895,0.5945098,-0.0230389,25.0146163,-0.3838891,-2.025409,-7.7249099,0
1360.935679,-259.9052944,-43.269186,0.5484054,-0.0230651,24.9839283,-0.3720288,-2.027704,-7.733663,0
1362.934116,-260.9071918,-41.5408029,0.5022264,-0.0232196,24.9541524,-0.4033926,-2.041274,-7.785419,0
1364.932553,-261.8278076,-39.7678172,0.4555238,-0.0235229,24.921826,-0.4821183,-2.0679186,-7.8870415,0
1366.93099,-262.6644339,-37.9536712,0.4088426,-0.023094,24.8831358,-0.3141761,-2.0302473,-7.7433632,0
1368.929428,-263.4163736,-36.1032635,0.3632683,-0.0226576,24.8578906,-0.1534809,-1.9919094,-7.5971425,0
1370.927865,-264.0842641,-34.2192356,0.3181763,-0.0221214,24.8455485,0.0311353,-1.9448094,-7.4175032,100
1372.926302,-264.6699261,-32.3095437,0.2784579,-0.017652,24.8480527,1.5012885,-1.5520937,-5.9196856,100
1374.924739,-265.1874666,-30.3804212,0.2467558,-0.0144949,24.9685038,2.4878318,-1.2746035,-4.8613376,100
1376.923176,-265.6492168,-28.4355649,0.2201708,-0.012543,25.166838,3.059268,-1.1030077,-4.2068714,100
1378.921613,-266.0615316,-26.4795322,0.1954465,-0.0121912,25.4086057,3.0850269,-1.0720756,-4.0888963,100
1380.92005,-266.4256466,-24.516469,0.1714754,-0.0118197,25.6501015,3.1215124,-1.0394134,-3.9643229,100
1382.918487,-266.7436639,-22.5431414,0.1482088,-0.0114726,25.892161,3.1530797,-1.0089028,-3.8479551,100
1384.916925,-267.0165759,-20.5611487,0.1255634,-0.0111681,26.1343924,3.1728993,-0.9821272,-3.745833,100
1386.915362,-267.2446791,-18.5781009,0.103588,-0.0108537,26.3759008,3.1999392,-0.9544806,-3.6403891,100
1388.913799,-267.4299656,-16.588121,0.0822006,-0.0105409,26.6172481,3.2128023,-0.9269789,-3.5354976,100
1390.912236,-267.5733909,-14.5929155,0.0614233,-0.01024,26.8573838,3.1985344,-0.9005213,-3.4345881,100
1392.910673,-267.6757595,-12.5983641,0.0412134,-0.0100044,27.094339,3.1843298,-0.8798082,-3.3555884,100
1394.90911,-267.7382729,-10.6011455,0.0214429,-0.0097758,27.328201,3.1701883,-0.8597091,-3.2789305,100
1396.907547,-267.7617703,-8.6016888,0.0021428,-0.009529,27.5590532,3.1561095,-0.8380065,-3.1961569,100
1398.905984,-267.7471962,-6.6045047,-0.0166604,-0.0092984,27.7869751,3.1420933,-0.8177287,-3.1188172,100
1400.904421,-267.6955095,-4.607373,-0.0350239,-0.0091001,28.0120427,3.1281394,-0.8002899,-3.0523058,100
1402.902859,-267.6073996,-2.6092366,-0.0530545,-0.0089298,28.2343287,3.1142474,-0.7853215,-2.9952161,100
1404.901296,-267.4838169,-0.615798,-0.0707207,-0.0087624,28.4539026,3.1004171,-0.7705947,-2.9390481,100
1406.899733,-267.325287,1.376071,-0.088066,-0.008597,28.670831,3.0866483,-0.756056,-2.8835976,100
1408.89817,-267.1323598,3.3668165,-0.1051028,-0.0084396,28.8851778,3.0729406,-0.7422102,-2.8307897,100
1410.896607,-266.9061904,5.3513708,-0.1217933,-0.0082761,29.0970042,3.0592937,-0.7278323,-2.7759522,100
1412.895044,-266.6470752,7.3331291,-0.138178,-0.0081153,29.306369,3.0457075,-0.7136934,-2.7220267,100
1414.893481,-266.355704,9.3113381,-0.1542492,-0.0079621,29.5133288,3.0321816,-0.7002266,-2.6706643,100
1416.891918,-266.0331705,11.2830228,-0.1699894,-0.0077985,29.7179377,3.0187158,-0.6858398,-2.615793,100
1418.890356,-265.679764,13.2504429,-0.1854272,-0.0076446,29.9202482,3.0053097,-0.6723072,-2.5641798,100
1420.888793,-265.2964074,15.2118504,-0.2005581,-0.0075014,30.1203104,2.9919632,-0.6597081,-2.5161267,100
1422.88723,-264.8836532,17.1677716,-0.2153131,-0.0072596,30.3181727,2.978676,-0.638448,-2.4350405,100
1424.885667,-264.4426609,19.1170162,-0.2296036,-0.007059,30.5138819,2.9654478,-0.6208077,-2.3677606,100
1426.884104,-263.9743391,21.0593161,-0.2435434,-0.0068938,30.707483,2.9522783,-0.6062844,-2.3123687,100
1428.882541,-263.4790181,22.9957196,-0.2573147,-0.0069047,30.8990194,2.9391673,-0.6072379,-2.3160054,100
1430.880978,-262.957168,24.924602,-0.2711185,-0.0068748,31.0885329,2.9261146,-0.6046061,-2.3059675,100
1432.879415,-262.40888,26.8461902,-0.2847295,-0.0067489,31.2760642,2.9131198,-0.5935378,-2.2637532,100
1434.877853,-261.8345702,28.7606764,-0.2981183,-0.0066521,31.4616523,2.9001827,-0.5850267,-2.2312919,100
1436.87629,-261.2350266,30.6668303,-0.3113177,-0.0065576,31.6453351,2.8873031,-0.5767181,-2.199603,100
1438.874727,-260.6105186,32.5650837,-0.3243241,-0.0064596,31.8271491,2.8744806,-0.5681007,-2.1667361,100
1440.873164,-259.9614357,34.4554641,-0.3371415,-0.0063669,32.0071298,2.8617152,-0.5599465,-2.1356361,100
1442.871601,-259.2885305,36.3369352,-0.3497728,-0.0062764,32.1853114,2.8490064,-0.5519822,-2.1052603,100
1444.870038,-258.5919975,38.2100415,-0.3622274,-0.006188,32.3617273,2.836354,-0.5442149,-2.0756357,100
1446.868475,-257.8722672,40.0746116,-0.3745088,-0.006102,32.5364095,2.8237578,-0.5366531,-2.046795,100
1448.866912,-257.1300436,41.9297937,-0.3866115,-0.0059948,32.7093893,2.8112176,-0.5272252,-2.0108369,100
1450.865349,-256.3655499,43.7762713,-0.398409,-0.0058113,32.8806969,2.7987331,-0.5110889,-1.949293,100
1452.863787,-255.5796966,45.613881,-0.4096617,-0.0053764,33.0503618,2.786304,-0.4728379,-1.8034038,100
1454.862224,-254.7743326,47.4425375,-0.4198524,-0.0047684,33.2184124,2.7739301,-0.4193723,-1.599486,100
1456.860661,-253.9515366,49.263826,-0.4284944,-0.0038792,33.3848764,2.7616111,-0.3411689,-1.3012182,100
1458.859098,-253.1146455,51.0787348,-0.4353085,-0.0029178,33.5497807,2.7493469,-0.2566128,-0.9787212,100
1460.857535,-252.2673536,52.8883819,-0.4401493,-0.001953,33.7131514,2.7371371,-0.171766,-0.6551153,100
1462.855972,-251.4127865,54.6950178,-0.4432337,-0.001133,33.8750139,2.7249816,-0.0996485,-0.3800595,100
1464.854409,-250.5540724,56.499707,-0.4448031,-0.0004998,34.035393,2.71288,-0.0439533,-0.1676378,100
1466.852846,-249.6937213,58.3031759,-0.4452676,-0.0000008,34.1943127,2.7008322,-0.0000665,-0.0002536,100
1468.851284,-248.8331036,60.1069616,-0.4449876,0.0002812,34.3517962,2.6888379,0.0247284,0.0943142,100
1470.849721,-247.9734651,61.9112106,-0.4442344,0.0004257,34.5078665,2.6768968,0.0374362,0.1427817,100
1472.848158,-247.1155318,63.715819,-0.4433135,0.0004793,34.6625457,2.6650088,0.0421531,0.1607718,100
1474.846595,-246.2590999,65.5216107,-0.4424084,0.0004265,34.8158553,2.6531736,0.0375065,0.14305,100
1476.845032,-245.4041957,67.328129,-0.4416356,0.000333,34.9678163,2.6413909,0.0292907,0.1117147,100
1478.843469,-244.5506848,69.1348078,-0.4410852,0.0002151,35.1184494,-5.5010164,0.0189165,0.0721477,0
1480.841906,-243.6977556,70.9422477,-0.4407902,0.00008,34.8040029,-9.2669745,0.0070352,0.0268323,0
1482.840343,-242.8450834,72.7498879,-0.4407689,-0.0000603,34.2677645,-9.154774,-0.0053056,-0.0202354,0
1484.838781,-241.9924302,74.5569233,-0.4410287,-0.0001802,33.7296487,-9.115594,-0.0158463,-0.0604379,0
1486.837218,-241.1389957,76.3640538,-0.4413925,-0.0001839,33.1851672,-9.0295637,-0.0161756,-0.0616938,0
1488.835655,-240.2851239,78.1703312,-0.44182,-0.000271,32.6368701,-8.9366929,-0.0238344,-0.0909044,0
1490.834092,-239.4301022,79.9765047,-0.4424839,-0.0003773,32.084988,-8.8939892,-0.0331807,-0.1265511,0
1492.832529,-238.5737835,81.7819865,-0.4432574,-0.0003968,31.5261526,-8.894127,-0.0348993,-0.133106,0
1494.830966,-237.7161121,83.5867398,-0.4439611,-0.000259,30.9572219,-8.9326617,-0.0227772,-0.0868724,0
1496.829403,-236.8572206,85.3916578,-0.4442779,-0.0000836,30.3751027,-8.9666747,-0.0073509,-0.0280364,0
1498.82784,-235.9982232,87.1958895,-0.4444008,-0.0000395,29.7793249,-8.9386427,-0.0034713,-0.0132396,0
1500.826277,-235.139133,88.9999346,-0.4444495,-0.0000154,29.1733022,-8.9049411,-0.001357,-0.0051756,0
1502.824715,-234.2796814,90.8045937,-0.4444656,-0.0000027,28.5567791,-8.8666314,-0.0002343,-0.0008935,0
1504.823152,-233.4204747,92.6087035,-0.4444685,-0.0000002,27.9293899,-8.7496292,-0.0000194,-0.000074,0
1506.821589,-232.5612645,94.4126737,-0.4446029,-0.0001969,27.2961472,-8.5162438,-0.0173158,-0.0660424,0
1508.820026,-231.7009988,96.2170071,-0.4453249,-0.000722,26.6653576,-7.9002236,-0.0635001,-0.2421892,0
1510.818463,-230.8379834,98.0192387,-0.4484051,-0.0023587,26.0665513,-6.9173514,-0.2074417,-0.7911827,0
1512.8169,-229.9662425,99.8170752,-0.4555477,-0.0051977,25.5307132,-5.7778174,-0.4571186,-1.7434504,0
1514.815337,-229.0753697,101.6066895,-0.4693785,-0.0087104,25.0743715,-4.5261793,-0.7660249,-2.921619,0
1516.813774,-228.1536564,103.3796223,-0.4908172,-0.01275,24.7110003,-3.6326045,-1.1212054,-4.2762772,0
1518.812212,-227.1883649,105.1267299,-0.5197137,-0.0158204,24.4154556,-3.0433372,-1.3911156,-5.305715,0
1520.810649,-226.1667931,106.8454439,-0.5535542,-0.0179986,24.1650706,-2.4405045,-1.5825586,-6.0358785,0
1522.809086,-225.0872439,108.5212785,-0.5917445,-0.0202375,23.9623923,-2.0964285,-1.7792961,-6.7862353,0
1524.807523,-223.9389421,110.155391,-0.633791,-0.0216465,23.78691,-1.8213549,-1.9030918,-7.2583923,0
1526.80596,-222.7159521,111.744688,-0.678353,-0.0228249,23.633395,-1.7421807,-2.0066099,-7.6532102,0
1528.804397,-221.4299353,113.2675416,-0.7243751,-0.0233559,23.4856144,-1.6752175,-2.0532515,-7.8311013,0
1530.802834,-220.0688249,114.7346015,-0.771707,-0.0238478,23.3426316,-1.6364011,-2.0964511,-7.9958644,0
1532.801271,-218.6408363,116.1335931,-0.8197362,-0.0242474,23.2021111,-1.5866409,-2.1315495,-8.1297297,0
1534.799709,-217.1472224,117.461311,-0.8686646,-0.024687,23.0650462,-1.5227026,-2.1701558,-8.2769743,0
1536.798146,-215.5886069,118.7147085,-0.9185374,-0.0251765,22.9327343,-1.4302071,-2.2131469,-8.4409423,0
1538.796583,-213.9689501,119.8880399,-0.9693792,-0.0257637,22.8077607,-1.3043879,-2.2647084,-8.6375977,0
1540.79502,-212.288516,120.9777415,-1.0218646,-0.0264615,22.6931812,-1.1220545,-2.3259832,-8.8713,0
1542.793457,-210.5591814,121.9732103,-1.0753955,-0.0273453,22.5941533,-1.0747072,-2.403585,-9.1672733,0
1544.791894,-208.7648905,122.8794587,-1.1308798,-0.0277351,22.4988953,-1.0060675,-2.4378014,-9.2977747,0
1546.790331,-206.9380642,123.6779125,-1.1868157,-0.0281968,22.4093544,-0.9992043,-2.4783314,-9.4523561,0
1548.788768,-205.065273,124.3741107,-1.2428744,-0.0279679,22.3200688,-0.7557544,-2.45824,-9.3757273,0
1550.787206,-203.1494684,124.9658065,-1.300201,-0.0295145,22.2522991,-0.5477506,-2.5939997,-9.893515,0
1552.785643,-201.2208534,125.4394132,-1.3601188,-0.0304275,22.2030522,-0.5477506,-2.6741232,-10.1991058,0
1554.78408,-199.2607394,125.7977209,-1.4191656,-0.0283212,22.1536958,0.0415302,-2.4892552,-9.4940195,100
1556.782517,-197.2829438,126.0432599,-1.4752656,-0.0278488,22.1574418,0.1625385,-2.4477831,-9.3358449,100
1558.780954,-195.2945624,126.1786687,-1.5304361,-0.0280318,22.1720967,0.1041832,-2.4638496,-9.3971225,100
1560.779391,-193.2921114,126.2027051,-1.587384,-0.0286896,22.1814851,-0.981878,-2.5215935,-9.6173575,0
1562.777828,-191.2964952,126.1122449,-1.6448596,-0.028851,22.0928459,-0.916961,-2.5357586,-9.6713832,0
1564.776265,-189.3131691,125.9072928,-1.7029076,-0.0294985,22.0097447,-0.7900544,-2.5925934,-9.8881511,0
1566.774702,-187.336366,125.5842856,-1.7628808,-0.0301728,21.9378922,-0.7869544,-2.6517731,-10.1138625,0
1568.77314,-185.3868818,125.1437839,-1.8231625,-0.0301667,21.8660869,-0.528902,-2.6512394,-10.1118272,0
1570.771577,-183.4701547,124.5869598,-1.8843739,-0.0315118,21.8176946,-0.528902,-2.7692756,-10.5620173,0
1572.770014,-181.585647,123.9079997,-1.9492228,-0.0316153,21.7691949,-0.5171765,-2.7783543,-10.5966432,0
1574.768451,-179.7523092,123.1174066,-2.0038432,-0.0232014,21.7216656,1.637283,-2.0396745,-7.7793187,100
1576.766888,-177.9547783,122.2403907,-2.0439534,-0.01807,21.8717802,2.8582175,-1.5888307,-6.0598003,100
1578.765325,-176.1898845,121.29849,-2.0771343,-0.0151588,22.1313964,3.4557792,-1.3329637,-5.0839236,100
1580.763762,-174.4536195,120.3020475,-2.1060028,-0.013745,22.4412794,3.4404322,-1.208681,-4.6099094,100
1582.762199,-172.7473135,119.2592603,-2.13239,-0.012736,22.7455929,3.4251533,-1.1199761,-4.271589,100
1584.760637,-171.071119,118.1753322,-2.1569607,-0.0118665,23.0445634,3.4099423,-1.0435283,-3.980017,100
1586.759074,-169.4182474,117.0492703,-2.1809591,-0.0123819,23.3384021,3.3947989,-1.0888459,-4.1528582,100
1588.757511,-167.7971839,115.8852158,-2.2063178,-0.0127835,23.6273062,3.3797227,-1.124152,-4.2875158,100
1590.755948,-166.2038806,114.6786702,-2.231376,-0.012297,23.9114601,3.3647134,-1.0813803,-4.1243846,100
1592.754385,-164.6402956,113.43289,-2.255648,-0.0120395,24.1910368,3.3497708,-1.0587415,-4.0380399,100
1594.752822,-163.109152,112.1515807,-2.2794669,-0.011812,24.4661986,3.3348946,-1.0387361,-3.9617395,100
1596.751259,-161.6070285,110.8330793,-2.3028174,-0.0115462,24.7370982,3.3200844,-1.0153695,-3.8726195,100
1598.749696,-160.1358769,109.4803857,-2.3256553,-0.0113371,25.0038794,3.30534,-0.9969872,-3.8025092,100
1600.748134,-158.6962294,108.0951735,-2.3481377,-0.0111148,25.266678,3.2906611,-0.9774379,-3.7279481,100
1602.746571,-157.2865227,106.6773982,-2.369763,-0.0105281,25.5256219,3.2760474,-0.9258527,-3.5312021,100
1604.745008,-155.9068399,105.2303107,-2.3899248,-0.0094295,25.7808325,3.2614985,-0.8292537,-3.1627736,100
1606.743445,-154.5564735,103.7595215,-2.4072786,-0.0077985,26.0324245,3.2470143,-0.6858362,-2.6157793,100
1608.741882,-153.2267053,102.2660937,-2.4199369,-0.0048489,26.2805067,3.2325944,-0.4264481,-1.6264732,100
1610.740319,-151.9115721,100.7599588,-2.4266662,-0.0018982,26.5251825,3.2182386,-0.1669406,-0.6367115,100
1612.738756,-150.6041953,99.2512235,-2.4275033,0.0009819,26.76655,3.2039464,0.0863589,0.329373,100
1614.737193,-149.2922749,97.7427705,-2.423266,0.0032652,27.0047027,3.1897178,0.287169,1.0952624,100
1616.73563,-147.9720589,96.2441511,-2.4151678,0.0044841,27.2397296,3.1755524,0.3943669,1.5041155,100
1618.734068,-146.6381773,94.7570031,-2.4055694,0.0050763,27.4717155,3.1614498,0.4464477,1.7027517,100
1620.732505,-145.2888446,93.2828597,-2.3950434,0.0054602,27.7007414,3.1474099,0.4802049,1.8315013,100
1622.730942,-143.9236042,91.8235274,-2.3838913,0.0056466,27.9268844,3.1334324,0.4965975,1.8940229,100
1624.729379,-142.5419301,90.3796256,-2.3725139,0.0056944,28.1502186,3.1195169,0.5008079,1.9100814,100
1626.727816,-141.1439471,88.9514928,-2.3612494,0.0055788,28.3708147,3.1056632,0.4906408,1.871304,100
1628.726253,-139.7303657,87.5391965,-2.3503132,0.0053435,28.5887403,3.091871,0.4699409,1.7923546,100
1630.72469,-138.3015583,86.1418502,-2.3399071,0.0050537,28.8040603,3.0781401,0.444463,1.695182,100
1632.723127,-136.8586672,84.7589445,-2.3301455,0.0047148,29.016837,3.0644702,0.4146582,1.5815062,100
1634.721565,-135.4031653,83.3900196,-2.3210744,0.0043631,29.22713,3.050861,0.3837255,1.4635291,100
1636.720002,-133.9354917,82.0335687,-2.3127045,0.0040176,29.4349968,3.0373122,0.3533433,1.3476514,100
1638.718439,-132.4568133,80.688805,-2.3050072,0.0036849,29.6404925,3.0238236,0.324078,1.2360334,100
1640.716876,-130.9687696,79.355435,-2.2979484,0.0033836,29.8436699,3.0103948,0.2975798,1.1349695,100
1642.715313,-129.471408,78.031862,-2.2914768,0.0031019,30.0445803,2.9970258,0.2728037,1.0404734,100
1644.71375,-127.9656038,76.7173714,-2.2855373,0.0028413,30.2432726,2.9837161,0.2498904,0.9530818,100
1646.712187,-126.4529903,75.4120215,-2.28009,0.002613,30.4397943,2.9704655,0.2298133,0.8765079,100
1648.710624,-124.933217,74.1142792,-2.2750873,0.0024006,30.634191,2.9572737,0.2111329,0.8052607,100
1650.709062,-123.4068895,72.8235562,-2.2704853,0.002204,30.8265066,2.9441405,0.1938429,0.7393168,100
1652.707499,-121.8756109,71.5401918,-2.2662539,0.002032,31.0167836,2.9310657,0.1787162,0.6816236,100
1654.705936,-120.3387596,70.2627473,-2.2623587,0.0018714,31.2050632,2.9180489,0.16459,0.6277462,100
1656.704373,-118.7967898,68.9907729,-2.2587677,0.001722,31.3913848,2.90509,0.1514472,0.5776197,100
1658.70281,-117.251131,67.7246834,-2.2554587,0.0015904,31.5757869,2.8921885,0.1398757,0.5334859,100
1660.701247,-115.7011259,66.4632455,-2.252407,0.0014674,31.7583065,2.8793444,0.1290555,0.4922177,100
1662.699684,-114.147107,65.2061009,-2.2495893,0.0013525,31.9389795,2.8665573,0.1189543,0.4536915,100
1664.698121,-112.5902864,63.9536472,-2.2469881,0.0012512,32.1178405,2.853827,0.1100455,0.4197134,100
1666.696558,-111.0300621,62.7048698,-2.2445854,0.0011559,32.2949233,2.8411533,0.1016571,0.38772,100
1668.694996,-109.4666801,61.4594804,-2.2423653,0.0010663,32.4702603,2.8285358,0.0937768,0.3576645,100
1670.693433,-107.9011497,60.2178341,-2.2403101,0.0009909,32.6438831,2.8159743,0.0871497,0.3323891,100
1672.69187,-106.3329384,58.9791094,-2.2384116,0.0009035,32.8158224,2.8034687,0.0794598,0.3030597,100
1674.690307,-104.7622399,57.7430176,-2.2367032,0.0008067,32.9861078,2.7910185,0.0709516,0.2706095,100
1676.688744,-103.1898889,56.509736,-2.2351736,0.0007244,33.1547683,2.7786237,0.0637071,0.2429787,100
1678.687181,-101.6155314,55.2785682,-2.2337851,0.0006839,33.3218317,2.7662839,0.0601481,0.2294048,100
1680.685618,-100.0396159,54.0496557,-2.2324241,0.0006764,33.4873253,2.7539989,0.0594861,0.2268798,100
1682.684055,-98.4620338,52.8228366,-2.231122,0.0006267,33.6512755,2.7417685,0.0551194,0.2102252,100
1684.682493,-96.8829471,51.5980191,-2.2299168,0.0005817,33.813708,2.7295924,0.051156,0.1951088,100
1686.68093,-95.3024366,50.3750378,-2.2287953,0.0005408,33.9746477,2.7174703,0.0475614,0.1813992,100
1688.679367,-93.7205801,49.1537483,-2.2277522,0.0005031,34.1341189,2.7054021,0.0442491,0.168766,100
1690.677804,-92.1375116,47.9340622,-2.2267831,0.0004679,34.2921453,2.6933875,0.0411512,0.1569508,100
1692.676241,-90.5533129,46.7158647,-2.2258811,0.0004349,34.4487497,2.6814263,0.0382502,0.1458864,100
1694.674678,-88.9680328,45.4990294,-2.2250415,0.0004054,34.6039547,2.6695181,0.0356515,0.1359748,100
1696.673115,-87.3817779,44.2834871,-2.22426,0.0003776,34.757782,2.6576629,0.0332069,0.126651,100
1698.671552,-85.7946153,43.0691493,-2.2235317,0.0003514,34.9102529,2.6458603,0.0309041,0.1178681,100
1700.66999,-84.2065818,41.8559143,-2.2228529,0.0003279,35.0613879,2.6341101,0.0288422,0.1100043,100
1702.668427,-82.6177616,40.6437268,-2.2222203,0.0003059,35.2112075,2.6224121,0.0268994,0.1025944,100
1704.666864,-81.0282077,39.4325161,-2.2216299,0.000285,35.3597311,2.610766,0.0250664,0.0956031,100
1706.665301,-79.4379501,38.2222019,-2.221079,0.0002663,35.506978,2.5991717,0.0234221,0.0893318,100
1708.663738,-77.8470547,37.0127392,-2.2205649,0.0002487,35.6529669,2.5876288,0.0218708,0.0834153,100
1710.662175,-76.2555633,35.8040711,-2.2200847,0.000232,35.7977161,2.5761372,0.0204055,0.0778266,100
1712.660612,-74.6635018,34.5961348,-2.219636,0.000217,35.9412433,2.5646967,0.0190885,0.0728035,100
1714.659049,-73.0709208,33.3888927,-2.2192168,0.0002029,36.0835661,2.553307,0.0178446,0.0680593,100
1716.657487,-71.4778532,32.1822986,-2.2188247,0.0001895,36.2247014,2.5419678,0.0166683,0.063573,100
1718.655924,-69.8843227,30.9763045,-2.218458,0.0001775,36.3646657,2.530679,0.0156091,0.059533,100
1720.654361,-68.2903673,29.770878,-2.218115,0.0001661,36.5034755,2.5194403,0.0146076,0.0557132,100
1722.652798,-66.6960126,28.5659811,-2.2177939,0.0001553,36.6411464,2.5082515,0.0136595,0.0520973,100
1724.651235,-65.1012818,27.3615783,-2.2174932,0.0001456,36.777694,2.4971125,0.012804,0.0488344,100
1726.649672,-63.5062018,26.1576406,-2.2172117,0.0001364,36.9131334,2.4860229,0.0119944,0.0457466,100
1728.648109,-61.9107923,24.9541367,-2.2169479,0.0001277,37.0474795,2.4749825,0.0112273,0.0428209,100
1730.646546,-60.3150774,23.7510416,-2.2167007,0.0001198,37.1807468,2.4639912,0.0105323,0.0401703,100
1732.644983,-58.7190744,22.5483283,-2.216469,0.0001123,37.3129494,2.4530487,0.0098756,0.0376656,100
1734.643421,-57.1227978,21.3459705,-2.2162517,0.0001052,37.4441013,2.4421548,0.0092526,0.0352894,100
1736.641858,-55.526274,20.1439526,-2.2160484,0.0000983,37.574216,2.4313092,0.0086413,0.0329578,100
1738.640295,-53.9295105,18.9422456,-2.2158586,0.000092,37.7033068,2.4205118,0.0080942,0.0308712,100
1740.638732,-52.3325237,17.7408307,-2.2156803,0.0000865,37.8313868,2.4097624,0.0076051,0.0290059,100
1742.637169,-50.7353333,16.5396952,-2.2155124,0.0000815,37.9584687,2.3990607,0.0071695,0.0273446,100
1744.635606,-49.1379459,15.338819,-2.2153544,0.0000766,38.0845649,2.3884066,0.0067413,0.0257111,100
1746.634043,-47.5403728,14.1381861,-2.215206,0.0000719,38.2096879,2.3777997,0.0063208,0.0241075,100
1748.63248,-45.9426302,12.9377853,-2.2150667,0.0000676,38.3338495,2.36724,0.0059416,0.0226613,100
1750.630918,-44.3447241,11.7375992,-2.2149359,0.0000635,38.4570614,2.3567271,0.0055805,0.0212839,100
1752.629355,-42.7466642,10.5376145,-2.214813,0.0000595,38.5793354,2.346261,0.0052362,0.0199708,100
1754.627792,-41.1484644,9.3378223,-2.2146976,0.000056,38.7006825,2.3358413,0.0049226,0.018775,100
1756.626229,-39.550129,8.1382079,-2.2145892,0.0000526,38.821114,2.3254679,0.0046241,0.0176365,100
1758.624666,-37.9516661,6.9387604,-2.2144874,0.0000493,38.9406406,2.3151406,0.0043397,0.0165515,100
1760.623103,-36.3530875,5.7394727,-2.2143917,0.0000464,39.0592732,2.3048591,0.00408,0.0155612,100
1762.62154,-34.7543965,4.5403323,-2.2143019,0.0000436,39.177022,2.2946233,0.0038327,0.0146177,100
1764.619977,-33.1555996,3.3413301,-2.2142175,0.0000409,39.2938974,2.2844329,0.0035968,0.0137182,100
1766.618415,-31.5567072,2.1424606,-2.2141382,0.0000384,39.4099095,2.2742878,0.0033813,0.0128962,100
1768.616852,-29.9577216,0.943713,-2.2140638,0.0000361,39.5250681,2.2641878,0.0031759,0.0121128,100
1770.615289,-28.3586481,-0.25492,-2.2139938,0.0000339,39.6393829,2.2541326,0.0029799,0.0113655,100
1772.613726,-26.7594958,-1.453443,-2.2139281,0.0000318,39.7528636,2.244122,0.0028008,0.0106823,100
1774.612163,-25.1602661,-2.6518649,-2.2138665,0.0000299,39.8655194,2.234156,0.00263,0.0100309,100
1776.6106,-23.5609636,-3.8501922,-2.2138086,0.0000281,39.9773596,2.2242341,0.0024671,0.0094095,100
1778.609037,-21.961596,-5.0484281,-2.2137542,0.0000264,40.0883931,2.2143564,0.0023181,0.0088413,100
1780.607474,-20.3621644,-6.2465805,-2.2137032,0.0000247,40.1986289,2.2045225,0.0021761,0.0082995,100
1782.605911,-18.7626724,-7.4446545,-2.2136553,0.0000232,40.3080757,2.1947323,0.0020405,0.0077826,100
1784.604349,-17.1631267,-8.6426529,-2.2136103,0.0000218,40.416742,2.1849855,0.0019166,0.0073101,100
